gene,pval,padj,celltype,condition,chromosome
Actc1,5.6677716753436796e-80,7.55780002585625e-79,Cardiomyocyte,F1_Aged,2
Actc1dt,5.3953071051610305e-61,6.444778176439159e-60,Cardiomyocyte,F1_Aged,Unknown
Actg1,3.51899386860465e-47,3.72659739667144e-46,Cardiomyocyte,F1_Aged,11
Actr3b,0.0721176491936209,0.328603012434532,Cardiomyocyte,F1_Aged,5
Adam17,0.031259086893631,0.156032753065688,Cardiomyocyte,F1_Aged,12
Adam19,1.58517579871336e-160,4.603350519463589e-159,Cardiomyocyte,F1_Aged,11
Adam22,1.58100470217384e-76,2.0701973394797397e-75,Cardiomyocyte,F1_Aged,5
Adamts9,1.6913532760710198e-170,5.84724989727411e-169,Cardiomyocyte,F1_Aged,6
Adamtsl5,4.6221711974947e-174,1.67784814469058e-172,Cardiomyocyte,F1_Aged,10
Adcy5,9.1674021222772e-4,0.00538667315350357,Cardiomyocyte,F1_Aged,16
Adcy8,3.0120212092908994e-85,4.269099041541589e-84,Cardiomyocyte,F1_Aged,15
Adh5,0.00688789106541005,0.0375358467234272,Cardiomyocyte,F1_Aged,3
Adprhl1,2.0030877270506397e-199,1.16858707219187e-197,Cardiomyocyte,F1_Aged,8
Adra1a,3.8673648876135394e-35,3.7215555486991e-34,Cardiomyocyte,F1_Aged,14
Adra1b,8.78178456114738e-11,6.61824455853944e-10,Cardiomyocyte,F1_Aged,11
Adss1,0.0841274854414406,0.37317650364859,Cardiomyocyte,F1_Aged,Unknown
Aff1,3.0065944859846997e-114,5.38221599217097e-113,Cardiomyocyte,F1_Aged,5
Aff4,0.0209771170015456,0.108009836476043,Cardiomyocyte,F1_Aged,11
Afg1l,1.3202604018311598e-82,1.80850764477249e-81,Cardiomyocyte,F1_Aged,10
Afg3l2,3.1598874115114394e-92,4.6606556087620196e-91,Cardiomyocyte,F1_Aged,18
Agbl3,2.22566714671155e-12,1.7210069984157698e-11,Cardiomyocyte,F1_Aged,6
Agfg1,0.0683280922558258,0.313302284069871,Cardiomyocyte,F1_Aged,1
Agl,2.3789123028138195e-170,8.138121982505499e-169,Cardiomyocyte,F1_Aged,3
Agtpbp1,1.2729724103144798e-197,7.109061306833199e-196,Cardiomyocyte,F1_Aged,13
Aig1,6.79221118882242e-165,2.1133479956078896e-163,Cardiomyocyte,F1_Aged,10
Airn,0,0,Cardiomyocyte,F1_Aged,17
Akap13,1.3397847591983598e-210,1.00622455363243e-208,Cardiomyocyte,F1_Aged,7
Alcam,1.00889170480679e-5,6.6721643716676e-5,Cardiomyocyte,F1_Aged,16
Alkbh3,0.0648744191768103,0.301700679645038,Cardiomyocyte,F1_Aged,2
Alpk2,8.933687852581539e-60,1.04051187930067e-58,Cardiomyocyte,F1_Aged,18
Alpk3,1.4556307614313598e-146,3.6301875554169894e-145,Cardiomyocyte,F1_Aged,7
Alpl,0.00259042823865274,0.0147824088308795,Cardiomyocyte,F1_Aged,4
Amd1,1.0769958226350398e-183,4.453854876643899e-182,Cardiomyocyte,F1_Aged,10
Ammecr1l,0.00262322822679937,0.0149565211465158,Cardiomyocyte,F1_Aged,18
Amph,8.75021760272527e-5,5.5027836204241e-4,Cardiomyocyte,F1_Aged,13
Angpt1,1.37914554743043e-78,1.82415728884827e-77,Cardiomyocyte,F1_Aged,15
Ank,0.0138302564878267,0.0727591754359581,Cardiomyocyte,F1_Aged,15
Ank2,4.46421285861978e-5,2.868157995892e-4,Cardiomyocyte,F1_Aged,3
Ank3,1.24233495617449e-36,1.2115547169618098e-35,Cardiomyocyte,F1_Aged,10
Ankhd1,9.69951002714856e-37,9.4733331117173e-36,Cardiomyocyte,F1_Aged,18
Ankra2,2.99777883100411e-53,3.34257455320492e-52,Cardiomyocyte,F1_Aged,13
Ankrd1,0.00127887140160003,0.00744754522108252,Cardiomyocyte,F1_Aged,19
Ankrd11,2.06092713430236e-180,8.11210716598289e-179,Cardiomyocyte,F1_Aged,8
Ankrd17,5.26873055987063e-99,8.196639399570159e-98,Cardiomyocyte,F1_Aged,5
Ankrd23,7.043008443600509e-76,9.185432568959218e-75,Cardiomyocyte,F1_Aged,1
Ankrd55,6.5769100739037e-4,0.00394171020162732,Cardiomyocyte,F1_Aged,13
Anks6,1.70529977088154e-12,1.3249023427990399e-11,Cardiomyocyte,F1_Aged,4
Ano4,3.49786166052138e-195,1.84314742660054e-193,Cardiomyocyte,F1_Aged,10
Ano5,9.67698500622722e-7,6.60704493528617e-6,Cardiomyocyte,F1_Aged,7
Aopep,1.40539378045119e-37,1.38087864082227e-36,Cardiomyocyte,F1_Aged,13
Aox1,3.6481592307854896e-183,1.4991869442737398e-181,Cardiomyocyte,F1_Aged,1
Ap3s1,0.0933994830562844,0.407663475143462,Cardiomyocyte,F1_Aged,18
Apbb2,2.11709903020205e-48,2.27893328885341e-47,Cardiomyocyte,F1_Aged,5
Apc,9.237119790454401e-53,1.02297187645473e-51,Cardiomyocyte,F1_Aged,18
Appbp2,0.0136436592097342,0.0718353499406955,Cardiomyocyte,F1_Aged,11
Appl2,1.45894433337279e-29,1.35024678105635e-28,Cardiomyocyte,F1_Aged,10
Arhgap1,0.0527575586059972,0.251225595958752,Cardiomyocyte,F1_Aged,2
Arhgap10,2.0419029452613897e-104,3.38624209247156e-103,Cardiomyocyte,F1_Aged,8
Arhgap15,0.00617176700671965,0.0339733156039648,Cardiomyocyte,F1_Aged,2
Arhgap20,6.305247909454989e-56,7.20253318887743e-55,Cardiomyocyte,F1_Aged,9
Arhgap21,3.6722720613573695e-159,1.0432445934308298e-157,Cardiomyocyte,F1_Aged,2
Arhgap24,1.58976957278836e-15,1.27768196661736e-14,Cardiomyocyte,F1_Aged,5
Arhgef12,3.4062277988375596e-103,5.56407310940115e-102,Cardiomyocyte,F1_Aged,9
Arid1b,4.02708031296558e-130,8.43363550157599e-129,Cardiomyocyte,F1_Aged,17
Arid5b,4.46524821634422e-85,6.3151367631154e-84,Cardiomyocyte,F1_Aged,10
Arih1,5.85723170761738e-110,1.00713557835716e-108,Cardiomyocyte,F1_Aged,9
Arl5b,0.0692847023082244,0.316799331617872,Cardiomyocyte,F1_Aged,2
Art1,1.3988841507267299e-229,1.54920492217771e-227,Cardiomyocyte,F1_Aged,7
Art3,1.36328445235512e-180,5.39860643132627e-179,Cardiomyocyte,F1_Aged,5
Asap1,5.719841694670609e-139,1.2976890844783997e-137,Cardiomyocyte,F1_Aged,15
Asb14,4.67338996794458e-56,5.35718071062279e-55,Cardiomyocyte,F1_Aged,14
Asb18,1.97685179425868e-101,3.1658700058054397e-100,Cardiomyocyte,F1_Aged,1
Asb2,6.3400328992210705e-111,1.10174933413592e-109,Cardiomyocyte,F1_Aged,12
Asb8,0.0554363116045554,0.261648489986206,Cardiomyocyte,F1_Aged,15
Ash1l,1.2464117359662499e-149,3.244643140559169e-148,Cardiomyocyte,F1_Aged,3
Asph,8.91333738487635e-86,1.2688397924353399e-84,Cardiomyocyte,F1_Aged,4
Asrgl1,0.0112529162612626,0.0598750446670113,Cardiomyocyte,F1_Aged,19
Atad2,1.81636868655827e-10,1.3610267199508902e-9,Cardiomyocyte,F1_Aged,15
Atcayos,1.13827942651835e-293,3.9144830383531203e-293,Cardiomyocyte,F1_Aged,10
Atf3,0,0,Cardiomyocyte,F1_Aged,1
Atf6,4.9501875821156997e-82,6.75251057652275e-81,Cardiomyocyte,F1_Aged,1
Atg10,2.1978098559492297e-185,9.44769052550808e-184,Cardiomyocyte,F1_Aged,13
Atosa,1.0411966391204298e-140,2.3870802947413694e-139,Cardiomyocyte,F1_Aged,9
Atp10d,2.4184363031550397e-36,2.3550019083181897e-35,Cardiomyocyte,F1_Aged,5
Atp11b,1.9179431663288e-4,0.00118672733416597,Cardiomyocyte,F1_Aged,3
Atp1a1,1.53895341221001e-80,2.0605577039713602e-79,Cardiomyocyte,F1_Aged,3
Atp1b1,2.45606192618589e-45,2.5676653801117697e-44,Cardiomyocyte,F1_Aged,1
Atp2a2,2.0121957588320399e-25,1.80848515656239e-24,Cardiomyocyte,F1_Aged,5
Atp5f1a,3.812977246573239e-217,3.2355835492350093e-215,Cardiomyocyte,F1_Aged,Unknown
Atp5f1c,2.35145660668539e-161,6.95222509867978e-160,Cardiomyocyte,F1_Aged,Unknown
Atp5pb,2.9424889799239095e-19,2.47441737385107e-18,Cardiomyocyte,F1_Aged,3
Atp6v1g1,0.0554229162247951,0.261648489986206,Cardiomyocyte,F1_Aged,4
Atp8a1,4.6280447584125695e-18,3.8278030951224996e-17,Cardiomyocyte,F1_Aged,5
Atrnl1,2.41978278753632e-87,3.48256844355998e-86,Cardiomyocyte,F1_Aged,19
Atxn1,5.6876534515139e-60,6.64814448160855e-59,Cardiomyocyte,F1_Aged,13
Atxn2,1.05507680818436e-79,1.40119346843021e-78,Cardiomyocyte,F1_Aged,5
Atxn7l1,0.0365173371583149,0.180623982583217,Cardiomyocyte,F1_Aged,12
Auh,8.66963413433455e-28,7.92271180891496e-27,Cardiomyocyte,F1_Aged,13
Azin1,2.1054655500497697e-170,7.24058521264486e-169,Cardiomyocyte,F1_Aged,15
B230110C06Rik,0.0736629138701859,0.335176517568102,Cardiomyocyte,F1_Aged,14
B4galt1,3.3501987597621397e-161,9.860449863191809e-160,Cardiomyocyte,F1_Aged,4
BB218582,2.16820090355556e-27,1.9731232178039e-26,Cardiomyocyte,F1_Aged,2
BC005537,6.02682174331946e-60,7.03200951265167e-59,Cardiomyocyte,F1_Aged,13
Babam2,6.0368348957095796e-123,1.1952933093505e-121,Cardiomyocyte,F1_Aged,5
Bach1,3.60802711625233e-37,3.5291690385617896e-36,Cardiomyocyte,F1_Aged,16
Bag3,9.92119999735273e-137,2.1900378642805e-135,Cardiomyocyte,F1_Aged,7
Bank1,6.73832030633161e-6,4.48352188203368e-5,Cardiomyocyte,F1_Aged,3
Bcap29,0.0698820611153712,0.318861303999885,Cardiomyocyte,F1_Aged,12
Bcas3,3.0804208104509197e-174,1.1244396410886199e-172,Cardiomyocyte,F1_Aged,11
Bckdhb,9.959285599618871e-67,1.21633592725065e-65,Cardiomyocyte,F1_Aged,9
Bcl2,0.0050094168806446,0.0278329335868468,Cardiomyocyte,F1_Aged,1
Bcl2l11,0.00641803281652025,0.0351807268650531,Cardiomyocyte,F1_Aged,2
Bcl2l13,3.48570313256574e-137,7.746797370130799e-136,Cardiomyocyte,F1_Aged,6
Bdnf,0.00211571558622001,0.0121051538006669,Cardiomyocyte,F1_Aged,2
Bdp1,2.1097567471067498e-19,1.78102720744128e-18,Cardiomyocyte,F1_Aged,13
Best3,4.87129349758901e-8,3.46344197097351e-7,Cardiomyocyte,F1_Aged,10
Bicc1,0.0263715637227878,0.133368264214161,Cardiomyocyte,F1_Aged,10
Birc6,0.0990680723422666,0.426986005728476,Cardiomyocyte,F1_Aged,17
Blcap,1.5389962222886597e-153,4.15528980017938e-152,Cardiomyocyte,F1_Aged,2
Bmpr1a,5.395199469368749e-31,5.0577092299649094e-30,Cardiomyocyte,F1_Aged,14
Bnc2,2.7157280593394096e-30,2.53132198854832e-29,Cardiomyocyte,F1_Aged,4
Bnip3,3.1229831993342693e-222,2.9150817463500195e-220,Cardiomyocyte,F1_Aged,7
Brd7,0.0575566131361895,0.270947341665607,Cardiomyocyte,F1_Aged,8
Bri3,0.0968550190533722,0.419625444471686,Cardiomyocyte,F1_Aged,5
Brwd1,1.3999236104369401e-111,2.46552584113071e-110,Cardiomyocyte,F1_Aged,16
Bsdc1,5.30091452230079e-20,4.49820460892381e-19,Cardiomyocyte,F1_Aged,4
Btbd9,4.8362385663401897e-48,5.17184661087837e-47,Cardiomyocyte,F1_Aged,17
Btg2,7.8118445436722e-191,3.69873856872132e-189,Cardiomyocyte,F1_Aged,1
C030013E06Rik,0.0781962335940962,0.351640874262784,Cardiomyocyte,F1_Aged,11
Cab39,5.457455397275739e-132,1.16532724071241e-130,Cardiomyocyte,F1_Aged,1
Cab39l,4.75146915444158e-5,3.0497150741769e-4,Cardiomyocyte,F1_Aged,14
Cabin1,0.0812442553872231,0.362899493607017,Cardiomyocyte,F1_Aged,10
Cacna1c,4.9720935967136e-24,4.3961650285421694e-23,Cardiomyocyte,F1_Aged,6
Cacna2d1,3.23575752575108e-13,2.54728188834429e-12,Cardiomyocyte,F1_Aged,5
Cacnb2,2.1053066965015198e-101,3.363343265266739e-100,Cardiomyocyte,F1_Aged,2
Calm2,0.0064983976098128,0.035591391435471,Cardiomyocyte,F1_Aged,17
Camk1d,1.7377239950775199e-22,1.51390514451153e-21,Cardiomyocyte,F1_Aged,2
Canx,0.00592052416763955,0.0326453206003011,Cardiomyocyte,F1_Aged,11
Cap2,1.71461388885704e-117,3.16477038129715e-116,Cardiomyocyte,F1_Aged,13
Casq2,1.1403551607104899e-201,7.09626725722129e-200,Cardiomyocyte,F1_Aged,3
Cav3,9.4659505912656e-23,8.27985557742027e-22,Cardiomyocyte,F1_Aged,6
Cbl,0.0940932569578012,0.40999969540037,Cardiomyocyte,F1_Aged,9
Cblb,7.5170982351545e-126,1.5253639710714099e-124,Cardiomyocyte,F1_Aged,16
Ccbe1,1.0851899855880599e-162,3.2675720579872595e-161,Cardiomyocyte,F1_Aged,18
Ccdc141,0.00438419621589726,0.0244422679818026,Cardiomyocyte,F1_Aged,2
Ccdc146,0.0589893919684357,0.276894171782873,Cardiomyocyte,F1_Aged,5
Ccdc152,0.0615093057361964,0.287072716914505,Cardiomyocyte,F1_Aged,15
Ccdc159,1.5600294986062301e-9,1.13510386903041e-8,Cardiomyocyte,F1_Aged,9
Ccdc171,8.6302263089767e-4,0.0050985441865148504,Cardiomyocyte,F1_Aged,4
Ccdc50,2.7471434206126297e-18,2.2750107871081e-17,Cardiomyocyte,F1_Aged,16
Ccdc6,5.51323354359224e-7,3.8039564914289e-6,Cardiomyocyte,F1_Aged,10
Ccn1,7.730804265598988e-212,6.013461318026649e-210,Cardiomyocyte,F1_Aged,3
Ccn2,2.41151275646268e-21,2.07326636193778e-20,Cardiomyocyte,F1_Aged,10
Ccnd3,5.27997733118731e-5,3.3789786368244e-4,Cardiomyocyte,F1_Aged,17
Ccng1,0.00508167331713053,0.028186463034067,Cardiomyocyte,F1_Aged,11
Ccnl1,9.52929588614998e-142,2.22372926143229e-140,Cardiomyocyte,F1_Aged,3
Ccnt2,3.97115018527875e-48,4.25368775583792e-47,Cardiomyocyte,F1_Aged,1
Cd163,7.45874760907586e-8,5.28584130994595e-7,Cardiomyocyte,F1_Aged,6
Cd28,2.39179549290361e-31,2.24540111359658e-30,Cardiomyocyte,F1_Aged,1
Cd47,0.0430583020819483,0.210586037278032,Cardiomyocyte,F1_Aged,16
Cd59a,2.75064250609817e-16,2.2298632921644404e-15,Cardiomyocyte,F1_Aged,2
Cdc14a,0.0925957029019756,0.404990822298013,Cardiomyocyte,F1_Aged,3
Cdc26,0.0855861210079865,0.378618628751648,Cardiomyocyte,F1_Aged,4
Cdc37l1,2.70709462702402e-122,5.280046654619389e-121,Cardiomyocyte,F1_Aged,19
Cdcp3,3.47597804938946e-55,3.9568014938520495e-54,Cardiomyocyte,F1_Aged,7
Cdh2,1.06299749466575e-82,1.4653218629e-81,Cardiomyocyte,F1_Aged,18
Cdh4,1.8070319519829998e-169,6.054947063721479e-168,Cardiomyocyte,F1_Aged,2
Cdh8,0.00344728305731909,0.0194009883690982,Cardiomyocyte,F1_Aged,8
Cdk12,1.83630271137823e-53,2.05804492558239e-52,Cardiomyocyte,F1_Aged,11
Cdk13,2.94983359254747e-6,1.98703223646445e-5,Cardiomyocyte,F1_Aged,13
Cdk19,5.129551255240829e-56,5.8697877235978195e-55,Cardiomyocyte,F1_Aged,10
Cdkal1,1.39366647938055e-122,2.7264122084648197e-121,Cardiomyocyte,F1_Aged,13
Cebpb,0,0,Cardiomyocyte,F1_Aged,2
Cebpd,0.0709868647300836,0.323676325294045,Cardiomyocyte,F1_Aged,16
Celf2,1.42177666782302e-14,1.13291326189703e-13,Cardiomyocyte,F1_Aged,2
Cenpa,0.0011501206856898,0.00671571810571682,Cardiomyocyte,F1_Aged,5
Cenpp,9.0820742831148e-4,0.0053461507536822,Cardiomyocyte,F1_Aged,13
Cep120,2.76134878909173e-5,1.7952888545199e-4,Cardiomyocyte,F1_Aged,18
Cep162,0.0587790360522208,0.276105119744939,Cardiomyocyte,F1_Aged,9
Cep295,6.04088661690844e-5,3.8583727424124e-4,Cardiomyocyte,F1_Aged,9
Cep44,0.025331119284186802,0.128404603105412,Cardiomyocyte,F1_Aged,8
Ces1d,1.60518205565329e-293,6.169564442140371e-293,Cardiomyocyte,F1_Aged,8
Cfap58,8.1052141112385e-4,0.00479705335170588,Cardiomyocyte,F1_Aged,19
Cfap96,7.9412194646583e-11,5.99167759608283e-10,Cardiomyocyte,F1_Aged,Unknown
Chchd3,1.1371279980155999e-26,1.0333789066806599e-25,Cardiomyocyte,F1_Aged,6
Chd2,1.89503330295707e-186,8.366315946973989e-185,Cardiomyocyte,F1_Aged,7
Chd6,2.8601230960790797e-196,1.53180691063776e-194,Cardiomyocyte,F1_Aged,2
Chd9,8.49736706568085e-152,2.2569835937869397e-150,Cardiomyocyte,F1_Aged,8
Chmp4c,0.00876246344345428,0.0472392212372362,Cardiomyocyte,F1_Aged,3
Chordc1,0.00656738949610157,0.035939131463591,Cardiomyocyte,F1_Aged,9
Chpt1,1.14435168323279e-60,1.35456411200055e-59,Cardiomyocyte,F1_Aged,10
Chrm2,3.70065870415202e-12,2.8514273552982597e-11,Cardiomyocyte,F1_Aged,6
Ciapin1,6.7269323226135e-4,0.00402507104358579,Cardiomyocyte,F1_Aged,8
Cidea,1.35396605616624e-6,9.1962725685969e-6,Cardiomyocyte,F1_Aged,18
Cilk1,0.0675006339416821,0.310597987447149,Cardiomyocyte,F1_Aged,9
Cisd2,3.52242795117991e-26,3.1877485087270796e-25,Cardiomyocyte,F1_Aged,3
Ckmt2,1.95654961340779e-30,1.82629931057236e-29,Cardiomyocyte,F1_Aged,13
Clasp2,1.15476597988704e-100,1.83582503955764e-99,Cardiomyocyte,F1_Aged,9
Cldnd1,0.0778248087986235,0.350466851256891,Cardiomyocyte,F1_Aged,16
Clic4,1.60507781029524e-46,1.6888210003976098e-45,Cardiomyocyte,F1_Aged,4
Clic5,7.91702961603199e-246,1.32640696182444e-243,Cardiomyocyte,F1_Aged,17
Clip1,5.51902909094749e-17,4.52463438899007e-16,Cardiomyocyte,F1_Aged,5
Clk4,2.2138354159038397e-45,2.32186205578101e-44,Cardiomyocyte,F1_Aged,11
Clock,0.0787995973159529,0.353624017075849,Cardiomyocyte,F1_Aged,5
Clpx,8.75500959178986e-31,8.19559207346059e-30,Cardiomyocyte,F1_Aged,9
Clu,4.10562919172565e-10,3.0449694822628103e-9,Cardiomyocyte,F1_Aged,14
Clvs1,5.95424570639171e-10,4.39604988085463e-9,Cardiomyocyte,F1_Aged,4
Cmss1,2.1457066195948192e-235,3.04783631574621e-233,Cardiomyocyte,F1_Aged,16
Cmtm8,0.0848323590229671,0.376047919848078,Cardiomyocyte,F1_Aged,9
Cmya5,2.97032084859143e-38,2.92731167793309e-37,Cardiomyocyte,F1_Aged,13
Cnot10,0.0228286480060585,0.116533114118427,Cardiomyocyte,F1_Aged,9
Cntn5,8.92290888295318e-16,7.19781316558223e-15,Cardiomyocyte,F1_Aged,9
Cntnap5b,3.43850737370293e-5,2.2244759583935e-4,Cardiomyocyte,F1_Aged,1
Cntrob,9.62487248862104e-15,7.67874442498778e-14,Cardiomyocyte,F1_Aged,11
Coa7,0.0438341423133165,0.213992222202749,Cardiomyocyte,F1_Aged,4
Cobll1,6.25424145173095e-79,8.28908998896755e-78,Cardiomyocyte,F1_Aged,2
Cog5,3.13491996821671e-40,3.14165139146135e-39,Cardiomyocyte,F1_Aged,12
Col4a1,4.79205312870876e-26,4.3307434499285e-25,Cardiomyocyte,F1_Aged,8
Col4a2,5.375529755291769e-60,6.29457193926101e-59,Cardiomyocyte,F1_Aged,8
Col5a1,8.92138623680805e-10,6.5276973876040104e-9,Cardiomyocyte,F1_Aged,2
Colec12,3.77788211585017e-10,2.8050774710187504e-9,Cardiomyocyte,F1_Aged,18
Commd10,0.0696797018763008,0.318160148189902,Cardiomyocyte,F1_Aged,18
Coq10b,0,0,Cardiomyocyte,F1_Aged,1
Coq5,0.0176630679255775,0.0920338802437987,Cardiomyocyte,F1_Aged,5
Corin,2.4991101880713503e-47,2.6508418780613997e-46,Cardiomyocyte,F1_Aged,5
Coro6,9.348082329430829e-281,3.05401849702505e-278,Cardiomyocyte,F1_Aged,11
Cox10,2.28764420512075e-117,4.2105541510588595e-116,Cardiomyocyte,F1_Aged,11
Cox16,0.066319780214982,0.306676181121509,Cardiomyocyte,F1_Aged,12
Cox6b1,0.0959796968615585,0.416975624530202,Cardiomyocyte,F1_Aged,7
Cp,1.5820252660233597e-170,5.49837930223226e-169,Cardiomyocyte,F1_Aged,3
