"celltype","gene","term","estimate","se","z","p"
"Cardiomyocyte","Tnnt2","sexM",-0.0964164414801043,0.0298271125143304,-3.23251006726786,0.00124066546604561
"Cardiomyocyte","Il15","sexM",0.803089022632334,0.249010126503791,3.22512595735783,0.00170168828084366
"Cardiomyocyte","Ttn","sexM",0.0276272369402206,0.00884972383779115,3.12181910380565,0.00180648027836573
"Cardiomyocyte","Filip1","sexM",0.0978955202172352,0.0319164661776121,3.06724183286633,0.00217922625826146
"Cardiomyocyte","Plekhm2","sexM",0.192666892360071,0.0634965015074848,3.03429146151241,0.0024738960663612
"Cardiomyocyte","Cmya5","sexM",0.201644373248451,0.0681601453162686,2.95839118758924,0.00315653975363353
"Cardiomyocyte","Lrtm1","sexM",0.416721862252352,0.139813069600941,2.98056443107767,0.00318352010803818
"Cardiomyocyte","Cdk19","sexM",-0.855953897587795,0.291031015709203,-2.94110885570719,0.00395517865450709
"Cardiomyocyte","Nampt","sexM",0.708993189010011,0.244624221459983,2.89829512702605,0.00425902269050032
"Cardiomyocyte","Pde7b","sexM",-0.158993007674101,0.0559021400358518,-2.84413096836962,0.00449746549752439
"Cardiomyocyte","Optn","sexM",0.512108331947348,0.181505138898454,2.82145362415251,0.00529160219957659
"Cardiomyocyte","Fhod3","sexM",0.0581586610395145,0.0210006821499403,2.76937009113676,0.00563717718081333
"Cardiomyocyte","Gm20619","sexM",0.149777288615879,0.0541204732238012,2.76747928637862,0.00571451691747942
"Cardiomyocyte","Man1a","sexM",-0.221556702192896,0.0802206284481814,-2.76184201593498,0.00582702563427345
"Cardiomyocyte","Cdh13","sexM",0.135505632349163,0.0493886190941572,2.74366108699714,0.00613468971602974
"Cardiomyocyte","Cacna1c","sexM",-0.0374538261927659,0.0137046657868787,-2.73292517856403,0.00629720448569289
"Cardiomyocyte","Stk39","sexM",0.215541481224184,0.07924743354931,2.71985440500188,0.00669123425610001
"Cardiomyocyte","Nt5e","sexM",1.2553783258613,0.454422950550262,2.76257685563891,0.00692509843279045
"Cardiomyocyte","Cpeb3","sexM",0.0785225951890256,0.0292708552692341,2.68262045870449,0.00733956837453173
"Cardiomyocyte","Sox6","sexM",-0.249735529814281,0.0945842229494346,-2.64035081144337,0.00854625855617043
"Cardiomyocyte","Kcnj3","sexM",-0.148543004179011,0.0566839194779597,-2.6205492765328,0.00886325212397524
"Cardiomyocyte","Sgcg","sexM",-0.453287558399152,0.171972173866855,-2.63581920380966,0.00907961419601243
"Cardiomyocyte","Creb5","sexM",0.932696767261263,0.348375706671109,2.67727269554359,0.0095220628645061
"Cardiomyocyte","Ppip5k2","sexM",-0.147144436475656,0.0567218865665455,-2.59413861883856,0.00960390129142663
"Cardiomyocyte","Shroom3","sexM",0.275213243256289,0.106496962963416,2.58423560257612,0.00996147814142103
"Cardiomyocyte","Ankrd1","sexM",-0.300294346479142,0.118367345133668,-2.53696951756441,0.0114180194816995
"Cardiomyocyte","Lpin1","sexM",-0.261372987072521,0.103246351851112,-2.53154694946935,0.0115258256888763
"Cardiomyocyte","Lpl","sexM",-0.101941828995003,0.0403269552538871,-2.52788310828839,0.0115368448341106
"Cardiomyocyte","Zswim6","sexM",-0.834539012964884,0.323231200200278,-2.5818640417379,0.0118325460946185
"Cardiomyocyte","Camk2d","sexM",0.0925652936269946,0.0367539176157755,2.51851502184529,0.0118499997377731
"Cardiomyocyte","Rasal2","sexM",-0.33194722035448,0.131985880351293,-2.51502069366034,0.012479491981647
"Cardiomyocyte","Mir99ahg","sexM",0.0795279318139861,0.0320771409792127,2.47927120018344,0.0132153562942722
"Cardiomyocyte","Grb14","sexM",0.259879283968815,0.104633507986812,2.48370994119371,0.0132830049813207
"Cardiomyocyte","Ssh2","sexM",-0.22262383086305,0.0898895534120116,-2.47663741127566,0.0135678583895045
"Cardiomyocyte","Ppp1r3a","sexM",0.298164727630817,0.120375536218873,2.47695451249063,0.0137094486129818
"Cardiomyocyte","Mbnl2","sexM",-0.0794442028478735,0.0323429344734389,-2.45630781935126,0.0140923930927725
"Cardiomyocyte","Palld","sexM",-0.0590449282455527,0.0240780348690353,-2.45223202668775,0.0142372854686568
"Cardiomyocyte","Prune2","sexM",0.168470025616632,0.0687721808170313,2.44968275856844,0.0144602140234538
"Cardiomyocyte","Kcnq1ot1","sexM",0.626514513000314,0.257914398350771,2.42915679390739,0.0162553936423196
"Cardiomyocyte","Gbe1","sexM",0.342468212581323,0.142263351242573,2.40728346120134,0.0165872748373886
"Cardiomyocyte","Frmd6","sexM",-0.747115366838476,0.306693937704893,-2.43602913193989,0.016797246146554
"Cardiomyocyte","Abra","sexM",0.231266713668144,0.0968988807101429,2.38668096032956,0.0172748708960615
"Cardiomyocyte","Hs3st5","sexM",0.125037352240886,0.053359043227015,2.34332073213751,0.0192486767791469
"Cardiomyocyte","Smg6","sexM",-0.68685290320594,0.287717189690893,-2.38725014638109,0.019334272960004
"Cardiomyocyte","Gfod1","sexM",0.990949092059255,0.424284249007218,2.33557831660726,0.0201997311473359
"Cardiomyocyte","Mlip","sexM",0.0616114990567609,0.0267708748408413,2.30143764158081,0.0214190718665574
"Cardiomyocyte","Ghr","sexM",0.107800357400713,0.0470700832433721,2.29020961877929,0.0221348369448908
"Cardiomyocyte","Itgb6","sexM",-0.531758833432456,0.23002425185178,-2.3117511703727,0.0221710257731086
"Cardiomyocyte","Resf1","sexM",0.486633849771203,0.214377365466821,2.26998707961321,0.0236098619763322
"Cardiomyocyte","Sorbs1","sexM",0.0343519852003725,0.0151886658971466,2.26168548528189,0.0237555585296964
"Cardiomyocyte","Atp2a2","sexM",-0.0383370682842461,0.0170150220817302,-2.2531306806478,0.024290587540629
"Cardiomyocyte","Arhgap26","sexM",-0.062829360349526,0.0278833263584189,-2.25329501731258,0.024301998181217
"Cardiomyocyte","D830032E09Rik","sexM",-0.613538817695259,0.279421444761579,-2.19574706665328,0.028904761536002
"Cardiomyocyte","Kif13a","sexM",-0.254091626262707,0.116550789509801,-2.18009356548666,0.029920141189539
"Cardiomyocyte","Ckmt2","sexM",-0.0662350212601468,0.0308047316650929,-2.15015738426972,0.0316078212147947
"Cardiomyocyte","Nfib","sexM",0.106862096202501,0.0497060644496441,2.14988044991493,0.0317398043450169
"Cardiomyocyte","Jph1","sexM",0.532794574341577,0.247964137817968,2.14867592963264,0.0332230548577898
"Cardiomyocyte","Rps6ka2","sexM",0.488836312888199,0.227476322564493,2.14895470164639,0.0333333954195787
"Cardiomyocyte","Ces1d","sexM",-1.28416486603156,0.596565428547425,-2.15259685623817,0.0338055494574821
"Cardiomyocyte","Enah","sexM",-0.150569765583062,0.0713567899121577,-2.1100972418801,0.035060748945471
"Cardiomyocyte","Kcnd3","sexM",0.268874218327185,0.12756070614324,2.10781381239189,0.0358148996672284
"Cardiomyocyte","9530026P05Rik","sexM",0.237016686779304,0.11267050970783,2.1036266490133,0.0359384535077334
"Cardiomyocyte","Pcdh7","sexM",-0.0402604119567212,0.0192608869201736,-2.0902678118396,0.0366412748471106
"Cardiomyocyte","Homer1","sexM",0.282358203517027,0.135378207094329,2.08569909128938,0.0373588914862019
"Cardiomyocyte","Sltm","sexM",-0.314261506609271,0.150094552502003,-2.09375691103165,0.0374270027216988
"Cardiomyocyte","Tnni3k","sexM",0.0647771273835184,0.0314001100245691,2.06295861170019,0.0392016652500452
"Cardiomyocyte","Agap1","sexM",0.722181219328159,0.341482575792863,2.11484061127096,0.0395536662696762
"Cardiomyocyte","Hcn1","sexM",0.986120586488131,0.467448548403977,2.10958102202921,0.03972646151057
"Cardiomyocyte","Fhip1a","sexM",-0.157864588037328,0.0767007891378796,-2.05818727306111,0.0399162330494278
"Cardiomyocyte","Rbfox1","sexM",-0.107067954713902,0.0520824217080173,-2.05574071256023,0.0399674690107595
"Cardiomyocyte","Arl15","sexM",0.43198531401573,0.208267435504638,2.07418559204427,0.0400202282456495
"Cardiomyocyte","Nr4a3","sexM",-0.820364108067643,0.398397224223608,-2.05916120441441,0.0401491267882771
"Cardiomyocyte","Bag3","sexM",0.224775362353668,0.109617503414778,2.05054261729669,0.040725380496279
"Cardiomyocyte","Heg1","sexM",0.32223703330226,0.156778761169811,2.05536152281008,0.0413919177304201
"Cardiomyocyte","Nebl","sexM",0.25177851391262,0.123538428734964,2.03805825030185,0.0423509459661163
"Cardiomyocyte","Slc38a2","sexM",0.22985768134503,0.113245007264777,2.02973788334529,0.0428284123295777
"Cardiomyocyte","Tecrl","sexM",0.154601607831509,0.0763979855344297,2.02363461222202,0.0432668366838987
"Cardiomyocyte","Hivep2","sexM",-0.250248363453069,0.123590833302012,-2.02481330343935,0.0434662171708357
"Cardiomyocyte","Nr1d2","sexM",0.482487241335941,0.235831768101196,2.04589587408302,0.0451572583370441
"Cardiomyocyte","Pde4dip","sexM",0.0870393335747872,0.0440020758655485,1.97807334910158,0.0480860531151349
"Fibroblast","Mpp7","sexM",2.08856644852051,0.442329147525864,4.72174727847522,6.35023116640192e-06
"Fibroblast","Ebf1","sexM",-0.348959342231203,0.0885743060985136,-3.9397355463681,9.38141677022096e-05
"Fibroblast","Abi1","sexM",0.860873196054512,0.228876714258795,3.7612965514749,0.000228080589985611
"Fibroblast","Lama2","sexM",0.210336638227424,0.0614545649812582,3.42263651677578,0.000651557792817539
"Fibroblast","Heg1","sexM",-0.397323920334486,0.119057230211399,-3.3372515018953,0.000950167901864748
"Fibroblast","Pakap","sexM",0.397615781748083,0.130317595435171,3.05112890105377,0.00249771592075022
"Fibroblast","Nfkb1","sexM",0.863334004887763,0.287267327305642,3.00533309160218,0.0035189726006697
"Fibroblast","Rock2","sexM",0.384341200894039,0.136219100370285,2.82149272641856,0.00513778907109928
"Fibroblast","Tbx20","sexM",1.03135209492669,0.372547639216396,2.76837640709789,0.00774471894574728
"Fibroblast","Usp34","sexM",-0.606711011983459,0.222627179711676,-2.72523333749819,0.00859985915029808
"Fibroblast","Pde7b","sexM",-0.516799666853576,0.195749555918246,-2.64010645862928,0.00910345234026778
"Fibroblast","Kansl1","sexM",-0.489526008774044,0.185305509192183,-2.64172398817538,0.00979748831719814
"Fibroblast","Neat1","sexM",0.20111066203179,0.078095313128912,2.57519502738681,0.0103310597802044
"Fibroblast","Airn","sexM",0.428440301372787,0.167161581010428,2.56303092363107,0.0108420196441837
"Fibroblast","Sorbs1","sexM",0.158246445357098,0.0618281324536225,2.55945698304569,0.0108740150684266
"Fibroblast","Mir99ahg","sexM",-0.229442353462238,0.0919458812001536,-2.49540654205895,0.0129508604467945
"Fibroblast","Ltbp1","sexM",-0.832909122933822,0.325083770022995,-2.56213690051307,0.0131722747392262
"Fibroblast","Ugp2","sexM",0.960961688542237,0.37579322365882,2.55715544624798,0.0133416073942749
"Fibroblast","Setbp1","sexM",0.520116982493438,0.208117650813752,2.49914882500235,0.0138995128733298
"Fibroblast","Zfp521","sexM",-0.585495999173324,0.239676376587837,-2.44286069202465,0.0162729768194278
"Fibroblast","Prkce","sexM",0.50321967906372,0.208633139892856,2.41198344290916,0.0176352657696023
"Fibroblast","Rtn4","sexM",1.17534099159395,0.486455242798238,2.41613387663998,0.0181534428239704
"Fibroblast","Psme4","sexM",-0.347737891789019,0.148639942142873,-2.3394646605471,0.0205391168029632
"Fibroblast","Ank","sexM",0.577174100148801,0.245620432297824,2.34986191803846,0.0209919093827084
"Fibroblast","Jmjd1c","sexM",-0.574789146847941,0.245850030737567,-2.33796654457814,0.0226305149348213
"Fibroblast","Cdh13","sexM",0.431408502600188,0.187362977108938,2.30252800877175,0.0229194768763047
"Fibroblast","Gm20619","sexM",0.68336865926507,0.301267785459835,2.26830976376058,0.0257858829249209
"Fibroblast","Dip2c","sexM",-0.28945636961952,0.130149310666009,-2.22403305970884,0.0271911150300044
"Fibroblast","Vav3","sexM",0.669492989662054,0.298787053742647,2.24070280581402,0.0292597163269943
"Fibroblast","Slmap","sexM",-0.416640724949927,0.188036629617873,-2.21574235720254,0.029350367938148
"Fibroblast","Gphn","sexM",-0.376455982945185,0.174375326280676,-2.1588833178109,0.0331810954804462
"Fibroblast","Dcbld2","sexM",-0.616088992903888,0.285990443230335,-2.15422930201795,0.0338937563558916
"Fibroblast","Dlc1","sexM",0.173992851566531,0.0840494818591117,2.07012402358633,0.0390119106018201
"Fibroblast","Arb2a","sexM",-0.593892222464604,0.285277530183213,-2.08180511827619,0.0417829933348494
"Fibroblast","Zcchc7","sexM",0.346080763562168,0.168281756680793,2.0565554483641,0.0418789948857831
"Fibroblast","Myom1","sexM",-0.187672657319111,0.0921604504618725,-2.03636870673449,0.0427151257712186
"Fibroblast","Camk2d","sexM",-0.269506234444494,0.132707318199947,-2.03083174387139,0.0437766963484104
"Fibroblast","Cacna2d1","sexM",-0.382456354118184,0.188675256351505,-2.02706153161738,0.0442369590110923
"Fibroblast","Asap1","sexM",-0.307386863778319,0.155288498288457,-1.97945673482739,0.0495588820429645
"Fibroblast","Serpine1","sexM",0.625023380213438,0.314718633664564,1.98597513256748,0.0499804168080007
