"","AR","bb_mu","bb_theta","thetaCorrected","theta_common","phi_raw","phi_shrunk","tot_gene_mean","N"
"Rab7",0.475,0.489347536726819,2.08228678181396,2.08053456005123,1.87534003886654,2.08228678181396,2.08053456005123,1.502,1000
"Gm16685",0.6985,0.696787148567565,1.8337732406026,1.83926455501763,1.86656126286606,1.8337732406026,1.83926455501763,1.494,1000
"Elp4",0.445,0.440107671601612,2.04261025541935,2.04149800402625,1.85814949368422,2.04261025541935,2.04149800402625,1.486,1000
"Maml3",0.485,0.477995937711718,2.04846945917672,2.04688581149678,1.84916689861937,2.04846945917672,2.04688581149678,1.477,1000
"Tshz1",0.65525,0.649898028549831,1.89820230353033,1.90098499674096,1.8434440613495,1.89820230353033,1.90098499674096,1.471,1000
"Adcy9",0.526,0.533060667925511,2.03107843924082,2.02971312041641,1.839731051305,2.03107843924082,2.02971312041641,1.467,1000
"Slc6a6",0.517,0.521174863381396,2.0296909584649,2.02827818596269,1.83699515255599,2.0296909584649,2.02827818596269,1.464,1000
"Klhl33",0.593,0.597535934291586,1.97177413881621,1.97202818853762,1.83429794317737,1.97177413881621,1.97202818853762,1.461,1000
"Macrod1",0.670500000000001,0.659340659177457,1.74484148822981,1.75182778576181,1.82988071945577,1.74484148822981,1.75182778576181,1.456,1000
"Cdc73",0.537,0.537457044384822,2.01187746815467,2.01074321810906,1.82900802435147,2.01187746815467,2.01074321810906,1.455,1000
"Lncbate10",0.76,0.741046831360825,1.66349606180957,1.67283381903023,1.826409488366,1.66349606180957,1.67283381903023,1.452,1000
"Sqstm1",0.478,0.483804272915236,2.00834370889789,2.00720340369997,1.8255494631857,2.00834370889789,2.00720340369997,1.451,1000
"Rad51b",0.384,0.383184011026963,1.93528228192542,1.93635595936303,1.8255494631857,1.93528228192542,1.93635595936303,1.451,1000
"Zbed5-ps",0.5565,0.57625948930296,1.97534565993747,1.97514930867356,1.8238379873099,1.97534565993747,1.97514930867356,1.449,1000
"Tmem182",0.475,0.479916897506925,1.98815046798416,1.98742759326365,1.81960418508044,1.98815046798416,1.98742759326365,1.444,1000
"Ambra1",0.532416666666667,0.521859819276636,1.97968599017592,1.97913737757321,1.81709025966255,1.97968599017592,1.97913737757321,1.441,1000
"Pdss2",0.5035,0.491666666667078,1.9968523068127,1.99575621224718,1.81625600949235,1.9968523068127,1.99575621224718,1.44,1000
"Rock1",0.654666666666667,0.660153524073701,1.83090094173139,1.83464397136255,1.81045687860996,1.83090094173139,1.83464397136255,1.433,1000
"Nr1d2",0.575583333333333,0.568435754189949,1.93614510210829,1.9366719594759,1.80963287728666,1.93614510210829,1.9366719594759,1.432,1000
"Gm31013",0.406000000000001,0.407017543859872,1.91013352201639,1.91126041741507,1.80388000920052,1.91013352201639,1.91126041741507,1.425,1000
"Cdh20",0.352,0.356289529164196,1.8564155591436,1.85911654860405,1.80223774041371,1.8564155591436,1.85911654860405,1.423,1000
"Comt",0.585,0.588401697312591,1.91888749460439,1.91945276192701,1.7948206389376,1.91888749460439,1.91945276192701,1.414,1000
"Auh",0.4635,0.464260438985852,1.95076553491001,1.95033767574285,1.79399144127966,1.95076553491001,1.95033767574285,1.413,1000
"Rab3gap1",0.541,0.536654803846834,1.94301415845402,1.94260214858682,1.78729553711405,1.94301415845402,1.94260214858682,1.405,1000
"Smim14",0.424,0.43030736240171,1.91500513841628,1.91527439596602,1.78217547898754,1.91500513841628,1.91527439596602,1.399,1000
"Gm56984",0.5092,0.517167381974117,1.93373583203074,1.933409240232,1.78131182055575,1.93373583203074,1.933409240232,1.398,1000
"Xrn1",0.506,0.495347172512659,1.93702505021111,1.93657042539546,1.78044488613233,1.93702505021111,1.93657042539546,1.397,1000
"Osbpl6",0.5575,0.541337167505392,1.91916841702345,1.91908226580648,1.77516752711669,1.91916841702345,1.91908226580648,1.391,1000
"Kat2b",0.53,0.530597551948784,1.92297811795799,1.92271793367962,1.77337655192039,1.92297811795799,1.92271793367962,1.389,1000
"Tmod1",0.5335,0.538572458410181,1.91499103019381,1.9149137154704,1.77156797409227,1.91499103019381,1.9149137154704,1.387,1000
"Setd2",0.441666666666667,0.446531791907517,1.90196276275918,1.9021903468391,1.76881988955244,1.90196276275918,1.9021903468391,1.384,1000
"Il15ra",0.425,0.41811594202899,1.879049296163,1.87984903961086,1.76508469737981,1.879049296163,1.87984903961086,1.38,1000
"Atp11a",0.423,0.426181818181825,1.87967506276892,1.88029899477246,1.76028995499431,1.87967506276892,1.88029899477246,1.375,1000
"Cipc",0.507,0.515283842794556,1.9036111850555,1.90347781965713,1.7593129523827,1.9036111850555,1.90347781965713,1.374,1000
"Apbb2",0.733333333333333,0.724163027591783,1.61220117502742,1.62089841599354,1.7593129523827,1.61220117502742,1.62089841599354,1.374,1000
"Galnt17",0.527,0.530014641281085,1.89240084339683,1.89234370251725,1.75125849478523,1.89240084339683,1.89234370251725,1.366,1000
"Deptor",0.1315,0.132547865108114,1.0344620620928,1.06012416563989,1.74273273179885,1.0344620620928,1.06012416563989,1.358,1000
"Sdhb",0.548,0.567846607669607,1.85503863305494,1.85576238756642,1.74051975614395,1.85503863305494,1.85576238756642,1.356,1000
"Tpp2",0.518,0.515867158651457,1.87962850979713,1.87957049647771,1.73940031061697,1.87962850979713,1.87957049647771,1.355,1000
"Ddx50",0.575,0.574389341228722,1.84496731851018,1.84581023693621,1.73483304693353,1.84496731851018,1.84581023693621,1.351,1000
"Afg2a",0.462,0.461024498886425,1.85945478935812,1.85970439381401,1.73011622903351,1.85945478935812,1.85970439381401,1.347,1000
"Pparg",0.493,0.513754646839952,1.86727751679411,1.86721099727848,1.72769907299784,1.86727751679411,1.86721099727848,1.345,1000
"Eya3",0.547,0.544303797060018,1.85442172055294,1.85466437126673,1.72524132936344,1.85442172055294,1.85466437126673,1.343,1000
"Eprs1",0.423,0.434102755026071,1.83737364548116,1.83813290453046,1.72524132936344,1.83737364548116,1.83813290453046,1.343,1000
"Cpeb1",0.5955,0.601043997017158,1.80404622044914,1.80573363945171,1.72274193019331,1.80404622044914,1.80573363945171,1.341,1000
"Best3",0.9593,0.959671396564589,0.381232981907023,0.425952793966221,1.7201998072369,0.381232981907023,0.425952793966221,1.339,1000
"Fbxw4",0.482,0.489917849141555,1.85920461867134,1.85913741143465,1.7201998072369,1.85920461867134,1.85913741143465,1.339,1000
"Nsd3",0.44,0.442782348541515,1.82847957950495,1.82925884187891,1.71761389220078,1.82847957950495,1.82925884187891,1.337,1000
"Ppp4r1",0.445,0.443862275449104,1.83846233906136,1.83889624935143,1.71630417886824,1.83846233906136,1.83889624935143,1.336,1000
"Gipc2",0.735,0.731835205961142,1.55462002056922,1.56361199777936,1.7149831170292,1.55462002056922,1.56361199777936,1.335,1000
"Ltbp1",0.615333333333333,0.618904726181537,1.77117895790842,1.77352207439422,1.71233983885075,1.77117895790842,1.77352207439422,1.333,1000
"Slc25a33",0.473,0.481954887218039,1.84180980284316,1.84188529570597,1.7084485333393,1.84180980284316,1.84188529570597,1.33,1000
"Rsrc1",0.533,0.515813252456621,1.83881756283538,1.83890048597696,1.705903841519,1.83881756283538,1.83890048597696,1.328,1000
"Gm33474",0.4685,0.469079939668174,1.82042863094502,1.82098684203452,1.70339862212692,1.82042863094502,1.82098684203452,1.326,1000
"Rcsd1",0.498666666666667,0.499244712990947,1.83525322130725,1.8352815374635,1.70093276027334,1.83525322130725,1.8352815374635,1.324,1000
"Pcm1",0.4935,0.493181818183471,1.82740470462404,1.82751337258579,1.69611866106046,1.82740470462404,1.82751337258579,1.32,1000
"Slc27a1",0.65775,0.6537585421408,1.69122668247837,1.69534719845455,1.69261057929074,1.69122668247837,1.69534719845455,1.317,1000
"Rasa1",0.5005,0.498098859315594,1.82374151750448,1.82377151669453,1.69032046578582,1.82374151750448,1.82377151669453,1.315,1000
"Eif4g1",0.511666666666667,0.508771929820407,1.81541861048302,1.81555478870278,1.68585643765624,1.81541861048302,1.81555478870278,1.311,1000
"Hibch",0.63,0.6305343511449,1.72728373680224,1.73005495074401,1.68476456630668,1.72728373680224,1.73005495074401,1.31,1000
"Smurf2",0.4625,0.465240641807717,1.80912840079113,1.80938407039711,1.68368232496044,1.80912840079113,1.80938407039711,1.309,1000
"Cul5",0.317,0.311926605515125,1.57309018924014,1.58046344355477,1.68260970172642,1.57309018924014,1.58046344355477,1.308,1000
"Ptp4a2",0.4795,0.479724560064348,1.80998613521716,1.81014595038319,1.6815466848525,1.80998613521716,1.81014595038319,1.307,1000
"Ccdc50",0.2495,0.252688172060648,1.45813288136569,1.46878574635744,1.6763752942608,1.45813288136569,1.46878574635744,1.302,1000
"6030443J06Rik",0.732,0.746543778793464,1.47695572347938,1.48703819931617,1.6763752942608,1.47695572347938,1.48703819931617,1.302,1000
"Tra2b",0.452,0.466973886831334,1.80240044641031,1.80262096094617,1.6763752942608,1.80240044641031,1.80262096094617,1.302,1000
"Sclt1",0.535,0.531898539548321,1.80174363298379,1.80195115451627,1.67536967650806,1.80174363298379,1.80195115451627,1.301,1000
"Zfp654",0.5405,0.529638182681114,1.79626354686685,1.79657227344141,1.67338701425967,1.79626354686685,1.79657227344141,1.299,1000
"Spred2",0.6345,0.639722863741286,1.69750053508128,1.70080208019479,1.67338701425967,1.69750053508128,1.70080208019479,1.299,1000
"Dtnbp1",0.509,0.517347725471129,1.79802509433462,1.79821682648621,1.67144237938587,1.79802509433462,1.79821682648621,1.297,1000
"Ddit3",0.546,0.549459041380632,1.78471176664538,1.78521383825087,1.6685965486496,1.78471176664538,1.78521383825087,1.294,1000
"Trp53inp2",0.274,0.276102088181288,1.51960594263486,1.52811111159809,1.66766686416276,1.51960594263486,1.52811111159809,1.293,1000
"Papola",0.492666666666667,0.499612102404963,1.78667997350842,1.78697342731271,1.66404249744575,1.78667997350842,1.78697342731271,1.289,1000
"Chd4",0.62,0.611024844720473,1.72486883906689,1.72700648712799,1.66315995180687,1.72486883906689,1.72700648712799,1.288,1000
"Plin2",0.417,0.419329696024948,1.74854803554354,1.749828386912,1.65888805076285,1.74854803554354,1.749828386912,1.283,1000
"Samd5",0.4,0.39062500000004,1.71293416269881,1.71521355056816,1.65643726426522,1.71293416269881,1.71521355056816,1.28,1000
"Slc16a7",0.294,0.286942924166318,1.53369853625419,1.54138319377676,1.6556390118685,1.53369853625419,1.54138319377676,1.279,1000
"Rai1",0.496,0.495305164319254,1.77512175904123,1.77546475341024,1.65485008456618,1.77512175904123,1.77546475341024,1.278,1000
"R3hdm2",0.757,0.760971786817916,1.40245095178581,1.41403629923136,1.65330017468277,1.40245095178581,1.41403629923136,1.276,1000
"Ndrg2",0.557,0.561224489795918,1.75015592885389,1.75115527739323,1.65178747482301,1.75015592885389,1.75115527739323,1.274,1000
"Pcbd2",0.565,0.562009419152266,1.74732833431841,1.74841336754065,1.65178747482301,1.74732833431841,1.74841336754065,1.274,1000
"Tenm3",0.582,0.59008654602676,1.72244789223251,1.72421492978695,1.649588068269,1.72244789223251,1.72421492978695,1.271,1000
"Fyttd1",0.452,0.459416863672178,1.75351596218392,1.75429509362073,1.64816814583355,1.75351596218392,1.75429509362073,1.269,1000
"Pacs1",0.514,0.520094562646508,1.75892225326273,1.75953755769715,1.64816814583355,1.75892225326273,1.75953755769715,1.269,1000
"Adamts3",0.652,0.651694247438703,1.64317241078799,1.6472952862065,1.64816814583355,1.64317241078799,1.6472952862065,1.269,1000
"Foxp2",0.6205,0.627466456195741,1.67321275126973,1.67638007482849,1.64678524087982,1.67321275126973,1.67638007482849,1.267,1000
"Rabep1",0.5,0.503557312252867,1.75488974858925,1.75553798240817,1.64543930315782,1.75488974858925,1.75553798240817,1.265,1000
"Edn1",0.527,0.539316917923732,1.73843826654418,1.73946018285382,1.64162282249174,1.73843826654418,1.73946018285382,1.259,1000
"Plekha7",0.449,0.449125596184421,1.73043480325525,1.73167949486802,1.64101896202655,1.73043480325525,1.73167949486802,1.258,1000
"Rab11fip2",0.357,0.366242038216658,1.65336528235583,1.65690680812107,1.63983881145678,1.65336528235583,1.65690680812107,1.256,1000
"Gm39214",0.827966666666667,0.827613727055055,0.94131611679967,0.966379233602464,1.63813743992441,0.94131611679967,0.966379233602464,1.253,1000
"Ube4a",0.514,0.502396166130972,1.73693595323545,1.7378714259383,1.63758865905867,1.73693595323545,1.7378714259383,1.252,1000
"Fbxo42",0.282000000000001,0.279423538832207,1.41711881012712,1.42769365334557,1.63599728589155,1.41711881012712,1.42769365334557,1.249,1000
"Plpp3",0.438,0.427542033626903,1.70087398657267,1.70285018808065,1.63599728589155,1.70087398657267,1.70285018808065,1.249,1000
"Cyp27a1",0.566,0.577261809447567,1.70393280838757,1.7058163183254,1.63599728589155,1.70393280838757,1.7058163183254,1.249,1000
"Tmed2",0.441,0.442754203362688,1.71791998488133,1.71937964098602,1.63599728589155,1.71791998488133,1.71937964098602,1.249,1000
"Eif3h",0.528,0.524038461534148,1.73062430426205,1.73168222726757,1.63548513801208,1.73062430426205,1.73168222726757,1.248,1000
"Gsto1",0.69,0.68780096307854,1.55025533253906,1.55674637221966,1.63448828444095,1.55025533253906,1.55674637221966,1.246,1000
"Ets2",0.44,0.45016077232471,1.71515531406565,1.71661797104725,1.63352799709867,1.71515531406565,1.71661797104725,1.244,1000
"Lyn",0.609,0.610932475884227,1.66602190861808,1.66897345667384,1.63352799709867,1.66602190861808,1.66897345667384,1.244,1000
"Aftph",0.466,0.462157810089724,1.7173096670593,1.71867682237649,1.63260424977368,1.7173096670593,1.71867682237649,1.242,1000
"Atp11b",0.557,0.564516128190395,1.70070717450661,1.70254841195017,1.63171701832552,1.70070717450661,1.70254841195017,1.24,1000
"Cfdp1",0.499,0.50000000000041,1.7189275566337,1.72021666128553,1.63171701832552,1.7189275566337,1.72021666128553,1.24,1000
"Zc3h13",0.573,0.576271186440679,1.68010016895897,1.68255179698296,1.63128708907703,1.68010016895897,1.68255179698296,1.239,1000
"Mdh2",0.457,0.472109943411488,1.70448187401836,1.70616742925152,1.63045459070495,1.70448187401836,1.70616742925152,1.237,1000
"Gm48606",0.478,0.476537216828474,1.709046727068,1.71058078415527,1.63005201683796,1.709046727068,1.71058078415527,1.236,1000
"Fbxl7",0.433,0.432038834951456,1.6904780172247,1.69257476248905,1.63005201683796,1.6904780172247,1.69257476248905,1.236,1000
"Xpo1",0.584,0.579886455798859,1.6800072274829,1.68238355019156,1.62889897076001,1.6800072274829,1.68238355019156,1.233,1000
"Dennd4a",0.447,0.445528455839235,1.69380108719027,1.69572437653386,1.62782789898313,1.69380108719027,1.69572437653386,1.23,1000
"Cox6a1",0.443,0.44408163265307,1.68520797505406,1.6873392212871,1.62622483662703,1.68520797505406,1.6873392212871,1.225,1000
"Aldh6a1",0.635,0.635620915032594,1.60810401720305,1.61256215193511,1.62593152297939,1.60810401720305,1.61256215193511,1.224,1000
"Gm40841",0.458,0.446895424874207,1.68627223669042,1.68836163749862,1.62593152297939,1.68627223669042,1.68836163749862,1.224,1000
"Sdccag8",0.5065,0.499183006533671,1.6964943155136,1.69827395635746,1.62593152297939,1.6964943155136,1.69827395635746,1.224,1000
"Slc31a1",0.582,0.597051597051588,1.64888575813381,1.65208108294027,1.62510616707582,1.64888575813381,1.65208108294027,1.221,1000
"Manea",0.4415,0.441248972884143,1.67076321368606,1.67326375193993,1.62413304702332,1.67076321368606,1.67326375193993,1.217,1000
"Btbd1",0.482,0.480690221857598,1.68858572748857,1.69054618956661,1.62413304702332,1.68858572748857,1.69054618956661,1.217,1000
"Vrk2",0.502,0.500822368421052,1.68909566533711,1.69103346036274,1.62391250890823,1.68909566533711,1.69103346036274,1.216,1000
"St3gal5",0.666,0.6677631578943,1.54804127509167,1.55425344557928,1.62391250890823,1.54804127509167,1.55425344557928,1.216,1000
"Gm11734",0.768066666666667,0.772016460905336,1.1201660155015,1.13933718615441,1.6237010681355,1.1201660155015,1.13933718615441,1.215,1000
"B3galt2",0.563,0.566364385820275,1.66346783289315,1.66616237139262,1.62330548080576,1.66346783289315,1.66616237139262,1.213,1000
"Arl8b",0.4985,0.505358614998579,1.66911506860815,1.67163847875263,1.62330548080576,1.66911506860815,1.67163847875263,1.213,1000
"Sri",0.205000000000001,0.203627370160238,1.16704281967396,1.1847805403922,1.62330548080576,1.16704281967396,1.1847805403922,1.213,1000
"Rgs13",0.529,0.523102310222651,1.68080205603438,1.68296529116563,1.62312133566236,1.68080205603438,1.68296529116563,1.212,1000
"Ufl1",0.508,0.499999999999074,1.68016795438143,1.68235040471428,1.62312133566236,1.68016795438143,1.68235040471428,1.212,1000
"Pfdn1",0.498999999999999,0.506193228736582,1.59357199746585,1.59837284151697,1.62294629068847,1.59357199746585,1.59837284151697,1.211,1000
"Sirt3",0.478,0.485123966949815,1.67828278539953,1.68051120741303,1.62278034691004,1.67828278539953,1.68051120741303,1.21,1000
"Tdp2",0.433,0.44132231404959,1.66293116767459,1.66562479022521,1.62278034691004,1.66293116767459,1.66562479022521,1.21,1000
"Immt",0.463,0.46319272137032,1.67270853333652,1.67510074137746,1.62262350548059,1.67270853333652,1.67510074137746,1.209,1000
"Gng12",0.5425,0.544776119402984,1.66064473895053,1.66338891142578,1.62220760873467,1.66064473895053,1.66338891142578,1.206,1000
"Aldh9a1",0.592,0.588723051409625,1.63628611179294,1.63976842448509,1.62220760873467,1.63628611179294,1.63976842448509,1.206,1000
"Dcun1d2",0.568,0.570480928689888,1.64771684529234,1.65085277212088,1.62220760873467,1.64771684529234,1.65085277212088,1.206,1000
"Cdc5l",0.443,0.445643153526975,1.65772057785487,1.66054942207998,1.62208719078717,1.65772057785487,1.66054942207998,1.205,1000
"Ncor2",0.523,0.533222591304896,1.66516392756671,1.66776357456088,1.62197588286907,1.66516392756671,1.66776357456088,1.204,1000
