ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:2000145,regulation of cell motility,55/252,270/1961,1.1506044203607408e-4,0.014009379099830785,0.012473678136984825,Ackr3/Actr3/Adamts1/Adamts9/Adipor2/Anxa3/Aqp1/Arhgap32/Atp2b4/Atp8a1/Bcl2/Camk1d/Cd200/Dach1/Dcn/Dpysl3/Egfr/Egr1/Epha4/Ets1/Flrt2/Fubp1/Hdac9/Igfbp5/Il1r1/Insr/Iqgap1/Itga5/Kank1/Kdr/Kitl/Lama2/Ldb2/Lyn/Lyve1/Map3k3/Nav3/Nedd9/Pawr/Pik3c2a/Podxl/Prkca/Prkd1/Prkd2/Prkg1/Ptgs2/Rtn4/Slc8a1/Slit2/Sp100/Sulf1/Vcl/Vegfc/Ythdf3/Zeb2,55
GO:0009617,response to bacterium,25/252,92/1961,1.2172910865949798e-4,0.014009379099830785,0.012473678136984825,Adamts9/Anxa3/Aqp1/Axl/B2m/Casp4/Ccdc80/Cd36/Cd55/Colec12/Fabp4/Herc6/Litaf/Lpl/Lyn/Nfkb1/Nr4a1/Pde4b/Peli1/Prkca/Prkd1/Ptgs2/Rbpj/Slc12a2/Stab1,25
GO:0003012,muscle system process,24/252,87/1961,1.293879524786081e-4,0.014009379099830785,0.012473678136984825,Ank2/Atp2b1/Atp2b4/Cacna1c/Cacna2d1/Calcrl/Cald1/Errfi1/Igfbp5/Meis1/Myh6/Nr4a1/Pawr/Pde4b/Pde9a/Prkca/Prkd1/Prkg1/Ptgs2/Ryr2/Slc8a1/Sorbs2/Sulf1/Ttn,24
GO:0035295,tube development,57/252,284/1961,1.3015470447477924e-4,0.014009379099830785,0.012473678136984825,Ackr3/Adamts1/Adamts9/Adipor2/Anxa3/Aqp1/Arhgap24/Atp2b4/Bcl2/Calcrl/Cald1/Col4a1/Col4a2/Col4a3/Col8a1/Dcn/Efnb2/Egfr/Epha4/Errfi1/Ets1/Fzd6/Hdac9/Hspg2/Id1/Igfbp5/Itga5/Jak1/Kdr/Kif26b/Map3k3/Meis1/Mtss1/Myo1e/Nr4a1/Nrp2/Nrxn3/Pik3c2a/Prkca/Prkd1/Prkd2/Ptgs2/Rbpj/Rtn4/Ryr2/Shroom3/Slc12a2/Slc8a1/Slit2/Sp100/Stab1/Stim1/Sulf1/Thsd7a/Vav3/Vegfc/Zeb2,57
GO:1990266,neutrophil migration,9/252,18/1961,1.4113449873856906e-4,0.014530717087518763,0.01293786732143496,Camk1d/Il1r1/Itga1/Pawr/Pde4b/Prkca/Rtn4/Slit2/Vav3,9
GO:0090257,regulation of muscle system process,19/252,62/1961,1.4864020839842012e-4,0.014665833895310785,0.013058172693948928,Ank2/Atp2b1/Atp2b4/Cacna1c/Calcrl/Cald1/Errfi1/Igfbp5/Nr4a1/Pawr/Pde4b/Pde9a/Prkca/Prkd1/Prkg1/Ptgs2/Ryr2/Slc8a1/Ttn,19
GO:0051241,negative regulation of multicellular organismal process,43/252,198/1961,1.6593598133038195e-4,0.015717456151613778,0.01399451665704232,Actr3/Adamts1/Adamts9/Ahsg/Atp2b1/Atp2b4/Axl/B2m/Bcl2/Btg2/Calcrl/Cblb/Cd200/Col4a2/Col4a3/Dcn/Egfr/Epha4/Errfi1/Fbn1/Hdac9/Id1/Ifrd1/Igfbp5/Insr/Lyn/Nav3/Nfkb1/Pawr/Pde4b/Peli1/Plcl1/Prkg1/Ptgs2/Rbpj/Rtn4/Slc12a2/Slit2/Sp100/Spred2/Stab1/Sulf1/Zbtb46,43
GO:0098771,inorganic ion homeostasis,22/252,79/1961,2.1529913243224037e-4,0.01891148014118626,0.016838413372508926,Ank2/Atp2b1/Atp2b4/B2m/Bcl2/Btbd9/Cacna1c/Corin/Kdr/Lyn/Mtss1/Nr3c2/Picalm/Plcb4/Prkca/Prkd1/Ryr2/Slc12a2/Slc8a1/Stim1/Synpo/Trpm7,22
GO:0007169,transmembrane receptor protein tyrosine kinase signaling pathway,34/252,146/1961,2.156292076908906e-4,0.01891148014118626,0.016838413372508926,Ahsg/Axl/Cblb/Col4a1/Col4a2/Col4a3/Dcn/Efnb2/Egfr/Epha4/Errfi1/Flrt2/Igfbp5/Insr/Iqgap1/Itga1/Jak1/Kank1/Kdr/Lyn/Myo1e/Nedd9/Nrp2/Pid1/Prkca/Prkd1/Prkd2/Rapgef1/Rbpj/Rtn4/Schip1/Sipa1l1/Sulf1/Vegfc,34
GO:0042592,homeostatic process,54/252,271/1961,2.5169697528172684e-4,0.02082225762325582,0.018539732405486047,Adipor2/Ahsg/Ank2/Aqp1/Atp2b1/Atp2b4/Axl/B2m/Bcl2/Btbd9/Cacna1c/Cd36/Corin/Cytl1/Egfr/Egr1/Errfi1/Ets1/Fabp4/Fbn1/Fmo1/Fmo2/Hdac9/Id1/Igfbp5/Insr/Itpkb/Kdr/Kitl/Ldb2/Lpl/Lrrc8d/Lyn/Mtss1/Ncor1/Nr3c2/Pde4b/Picalm/Plcb4/Plcl1/Prkca/Prkd1/Ptgs2/Rbpj/Rtn4/Ryr2/Slc12a2/Slc8a1/Stim1/Synpo/Tpp2/Trpm7/Ube2k/Zeb2,54
GO:0043536,positive regulation of blood vessel endothelial cell migration,10/252,23/1961,2.5500231041994034e-4,0.02082225762325582,0.018539732405486047,Ets1/Hdac9/Kdr/Map3k3/Pik3c2a/Prkca/Prkd1/Prkd2/Ptgs2/Vegfc,10
GO:0030198,extracellular matrix organization,19/252,65/1961,2.972418288374638e-4,0.02199589533397232,0.01958471655136316,Adamts1/Adamts9/Ccdc80/Col23a1/Col4a1/Col4a2/Col4a3/Col4a4/Col8a1/Ets1/Flrt2/Hspg2/Lama2/Lamc1/Myo1e/Nid1/Ntn4/Smoc1/Sulf1,19
GO:0043062,extracellular structure organization,19/252,65/1961,2.972418288374638e-4,0.02199589533397232,0.01958471655136316,Adamts1/Adamts9/Ccdc80/Col23a1/Col4a1/Col4a2/Col4a3/Col4a4/Col8a1/Ets1/Flrt2/Hspg2/Lama2/Lamc1/Myo1e/Nid1/Ntn4/Smoc1/Sulf1,19
GO:0045229,external encapsulating structure organization,19/252,65/1961,2.972418288374638e-4,0.02199589533397232,0.01958471655136316,Adamts1/Adamts9/Ccdc80/Col23a1/Col4a1/Col4a2/Col4a3/Col4a4/Col8a1/Ets1/Flrt2/Hspg2/Lama2/Lamc1/Myo1e/Nid1/Ntn4/Smoc1/Sulf1,19
GO:0002718,regulation of cytokine production involved in immune response,8/252,16/1961,3.397986374159383e-4,0.02438312646669521,0.021710260629796637,Axl/B2m/Casp4/Cd36/Cd55/Il1r1/Litaf/Rtn4,8
GO:0040017,positive regulation of locomotion,37/252,168/1961,3.759085525334293e-4,0.02606744131999008,0.02320994175139586,Ackr3/Actr3/Adamts1/Anxa3/Aqp1/Arhgap32/Atp8a1/Bcl2/Camk1d/Egfr/Egr1/Epha4/Ets1/Fubp1/Hdac9/Igfbp5/Il1r1/Insr/Iqgap1/Itga5/Kdr/Kitl/Lyn/Lyve1/Map3k3/Nedd9/Pawr/Pik3c2a/Podxl/Prkca/Prkd1/Prkd2/Ptgs2/Rtn4/Slc8a1/Slit2/Vegfc,37
GO:0097530,granulocyte migration,9/252,20/1961,3.852873505910696e-4,0.02606744131999008,0.02320994175139586,Camk1d/Il1r1/Itga1/Pawr/Pde4b/Prkca/Rtn4/Slit2/Vav3,9
GO:0098662,inorganic cation transmembrane transport,23/252,88/1961,4.314628482868492e-4,0.02791877574899841,0.02485833384834807,Abcc5/Ank2/Aqp1/Atp2b1/Atp2b4/Bcl2/Cacna1c/Cacna2d1/Fgf14/Hecw2/Lyn/Nr3c2/Pawr/Pde4b/Pik3c2a/Plcb4/Prkd1/Ryr2/Slc12a2/Slc41a2/Slc8a1/Stim1/Trpm7,23
GO:0003008,system process,53/252,270/1961,4.3623087107810013e-4,0.02791877574899841,0.02485833384834807,Ank2/Aqp1/Atp2b1/Atp2b4/Atp8a1/B2m/Bcl2/Btbd9/Btg2/Cacna1c/Cacna2d1/Calcrl/Cald1/Camta1/Cd36/Corin/Eea1/Egfr/Egr1/Errfi1/Fgf14/Igfbp5/Itga1/Itga5/Kdr/Meis1/Mgll/Myh6/Myo1e/Nedd9/Nr3c2/Nr4a1/Nrxn3/Pawr/Pde4b/Pde9a/Picalm/Prkca/Prkd1/Prkg1/Ptgs2/Rps6ka2/Ryr2/Slc12a2/Slc8a1/Slit2/Sorbs2/Sulf1/Synpo/Trpm7/Ttn/Vegfc/Zeb2,53
GO:1902991,regulation of amyloid precursor protein catabolic process,7/252,13/1961,4.6086519757961464e-4,0.028315814012600846,0.025211848980814144,Epha4/Lyn/Picalm/Ranbp9/Rtn3/Rtn4/Spon1,7
GO:0055080,monoatomic cation homeostasis,22/252,83/1961,4.663499774034768e-4,0.028315814012600846,0.025211848980814144,Ank2/Atp2b1/Atp2b4/B2m/Bcl2/Btbd9/Cacna1c/Corin/Kdr/Lyn/Mtss1/Nr3c2/Picalm/Plcb4/Prkca/Prkd1/Ryr2/Slc12a2/Slc8a1/Stim1/Synpo/Trpm7,22
GO:0030335,positive regulation of cell migration,36/252,164/1961,4.8724640982389757e-4,0.02884498746157474,0.025683014707296496,Ackr3/Actr3/Adamts1/Anxa3/Aqp1/Arhgap32/Atp8a1/Bcl2/Camk1d/Egfr/Egr1/Epha4/Ets1/Fubp1/Hdac9/Igfbp5/Il1r1/Insr/Iqgap1/Itga5/Kdr/Kitl/Lyn/Lyve1/Map3k3/Nedd9/Pawr/Pik3c2a/Podxl/Prkca/Prkd1/Prkd2/Ptgs2/Rtn4/Slc8a1/Vegfc,36
GO:0045785,positive regulation of cell adhesion,28/252,117/1961,5.061842602059989e-4,0.02923522751628794,0.026030476847050475,B2m/Ccdc80/Cd36/Cd55/Col8a1/Cyth3/Dennd6a/Efnb2/Epha4/Ets1/Iqgap1/Itga5/Itpkb/Jak1/Kdr/Kif26b/Kitl/Lama2/Lamc1/Myo10/Nedd9/Nid1/Pawr/Podxl/Prkca/Prkd2/Smoc1/Vav3,28
GO:2000147,positive regulation of cell motility,36/252,165/1961,5.520766945092677e-4,0.030447128129329894,0.027109529535494215,Ackr3/Actr3/Adamts1/Anxa3/Aqp1/Arhgap32/Atp8a1/Bcl2/Camk1d/Egfr/Egr1/Epha4/Ets1/Fubp1/Hdac9/Igfbp5/Il1r1/Insr/Iqgap1/Itga5/Kdr/Kitl/Lyn/Lyve1/Map3k3/Nedd9/Pawr/Pik3c2a/Podxl/Prkca/Prkd1/Prkd2/Ptgs2/Rtn4/Slc8a1/Vegfc,36
GO:0050801,monoatomic ion homeostasis,22/252,84/1961,5.595561111782655e-4,0.030447128129329894,0.027109529535494215,Ank2/Atp2b1/Atp2b4/B2m/Bcl2/Btbd9/Cacna1c/Corin/Kdr/Lyn/Mtss1/Nr3c2/Picalm/Plcb4/Prkca/Prkd1/Ryr2/Slc12a2/Slc8a1/Stim1/Synpo/Trpm7,22
GO:0030001,metal ion transport,27/252,112/1961,5.657405564571433e-4,0.030447128129329894,0.027109529535494215,Abcc5/Ank2/Aqp1/Atp2b1/Atp2b4/B2m/Bcl2/Cacna1c/Cacna2d1/Calcrl/Fgf14/Hecw2/Lyn/Myo1b/Nr3c2/Pawr/Pde4b/Pik3c2a/Plcb4/Prkd1/Ptgs2/Ryr2/Slc12a2/Slc41a2/Slc8a1/Stim1/Trpm7,27
GO:0032835,glomerulus development,9/252,21/1961,5.995056777333969e-4,0.03154732099717075,0.028089119824561266,Aqp1/Bcl2/Col4a3/Col4a4/Egr1/Mtss1/Myo1e/Nid1/Sulf1,9
GO:0098660,inorganic ion transmembrane transport,23/252,92/1961,8.576924804382842e-4,0.04415251725386646,0.039312540922606026,Abcc5/Ank2/Aqp1/Atp2b1/Atp2b4/Bcl2/Cacna1c/Cacna2d1/Fgf14/Hecw2/Lyn/Nr3c2/Pawr/Pde4b/Pik3c2a/Plcb4/Prkd1/Ryr2/Slc12a2/Slc41a2/Slc8a1/Stim1/Trpm7,23
GO:0002700,regulation of production of molecular mediator of immune response,8/252,18/1961,9.153709756637099e-4,0.0445789977155392,0.03969227081446703,Axl/B2m/Casp4/Cd36/Cd55/Il1r1/Litaf/Rtn4,8
GO:0097529,myeloid leukocyte migration,13/252,40/1961,9.21226391987113e-4,0.0445789977155392,0.03969227081446703,Camk1d/Cd200/Il1r1/Itga1/Kitl/Lyn/Pawr/Pde4b/Prkca/Rtn4/Slit2/Vav3/Vegfc,13
GO:0010959,regulation of metal ion transport,20/252,76/1961,9.393083234272439e-4,0.0445789977155392,0.03969227081446703,Ank2/Atp2b1/Atp2b4/B2m/Bcl2/Cacna1c/Cacna2d1/Fgf14/Hecw2/Lyn/Nr3c2/Pawr/Pde4b/Pik3c2a/Plcb4/Prkd1/Ptgs2/Ryr2/Slc8a1/Stim1,20
GO:2000026,regulation of multicellular organismal development,56/252,298/1961,9.412795125747297e-4,0.0445789977155392,0.03969227081446703,Actr3/Adamts1/Adamts9/Ahsg/Anxa3/Aqp1/Arhgap32/Asxl2/Atp2b1/Atp2b4/Axl/B2m/B4galt5/Bhlhe40/Btg2/Col4a2/Col4a3/Dcn/Egfr/Epha4/Errfi1/Ets1/Fbn1/Flrt2/Id1/Ifrd1/Insr/Itga5/Itpkb/Jak1/Kdr/Kitl/Lama2/Lyn/Meis1/Myh6/Nedd9/Picalm/Prkca/Prkd1/Prkd2/Rbpj/Rtn4/Slc12a2/Slc8a1/Slit2/Sp100/Spred2/Stab1/Stim1/Sulf1/Tcim/Vcl/Vegfc/Zbtb46/Zeb2,56
