ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count
GO:0007517,muscle organ development,58/900,170/6311,3.050393141897609e-11,1.067360291196718e-8,8.342606315352504e-9,Actc1/Adarb1/Angpt1/Ankrd1/Arid5b/Atf3/Bcl2/Bdnf/Bmpr1a/Btg2/Chd2/Cryab/Csrp3/Dag1/Des/Dpf3/Dsp/Dysf/Ednra/Eln/Fktn/Gja1/Gpcpd1/Hdac4/Hdac9/Heg1/Itgb1/Jph1/Mef2c/Mtss1/Mybpc3/Myh6/Myh7/Myl2/Myl3/Myocd/Myoz2/Popdc3/Prox1/Rbfox1/Rbm24/Rbpj/Rcan1/Ripor2/Rpl3l/Sfmbt1/Smyd1/Svil/Tbx20/Tcf7l2/Tgfb2/Tnni3/Tnnt2/Tpm1/Ttn/Unc45b/Xirp2/Zfpm2,58
GO:0003013,circulatory system process,71/900,230/6311,3.791980375630018e-11,1.2162777054833281e-8,9.506561327675956e-9,Abcc8/Abcc9/Actc1/Adra1a/Agtr1a/Angpt1/Arhgef12/Atp1a1/Atp1b1/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Csrp3/Cxadr/Dnm1l/Dsg2/Dsp/Ednra/Ext1/Fermt2/Gja1/Hdac4/Heg1/Hopx/Itga1/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Lnpep/Mef2a/Mybpc3/Myh6/Myh7/Myh7b/Myl2/Myl3/Myl4/Mylk3/Nampt/Nav2/Ncald/Nedd4l/Nppa/Nppb/Npr3/Nr3c2/Per2/Pik3r1/Pln/Ppara/Rap1gds1/Rps6ka2/Scn5a/Sgcg/Slc8a1/Slit2/Snta1/Stk39/Tbx20/Tgfb2/Thrb/Tmem65/Tnni3/Tnnt2/Tpm1/Ttn/Vegfa/Zeb2,71
GO:0009887,animal organ morphogenesis,108/900,415/6311,4.503836329307373e-11,1.3334820024233908e-8,1.0422643100534796e-8,Abcc9/Actc1/Adamts1/Adarb1/Agtpbp1/Agtr1a/Alpk2/Alpl/Angpt1/Ank/Ankrd1/Ankrd11/Arid5b/Ash1l/Bcl2/Bdnf/Bmpr1a/Btrc/Ccn1/Ccn2/Cdh2/Cebpb/Clic5/Col5a1/Cpe/Ctnnd1/Dag1/Dhrs3/Dsp/Ednra/Eln/Ext1/Fam20a/Fhl2/Flt1/Foxn3/Gja1/Gsk3b/Hand2os1/Hcn1/Heg1/Hs2st1/Igf1r/Igfbp5/Insr/Intu/Itpr1/Kcnq1/Kif26b/Lama2/Lims1/Mef2c/Meis1/Meis2/Mllt3/Mybpc3/Myh6/Myh7/Myl2/Myl3/Nedd4/Nfib/Nr4a3/Nrp1/Ntn1/Pafah1b1/Pbx1/Pbx3/Pex7/Por/Ppara/Ppargc1b/Ppp2r3a/Prickle1/Prox1/Rarb/Rbpj/Ripor2/Rp1/Schip1/Sik3/Slc4a7/Slc8a1/Slit2/Slit3/Sox6/Stat3/Tbx20/Tcf7l2/Tead1/Tet2/Tgfb2/Tgm2/Thrb/Tmed2/Tnni3/Tnnt2/Tpm1/Tshz1/Ttn/Ush1c/Vegfa/Wdpcp/Wnt5b/Xirp1/Xirp2/Zfp950/Zfpm2,108
GO:0030334,regulation of cell migration,101/900,381/6311,6.544478209241226e-11,1.7992640448121056e-8,1.4063247159407085e-8,Abcc8/Abhd2/Ackr3/Adam17/Adamts1/Adamts9/Adarb1/Angpt1/Arid4b/Atp5f1a/Bcas3/Bcl2/Bmpr1a/Camk1d/Camk2d/Ccbe1/Ccn1/Cdh13/Clasp1/Cpeb1/Dach1/Dag1/Dnm1l/Dysf/Ednra/Epha4/Fbxw7/Fer/Fermt2/Flt1/Gab1/Glul/Gsk3b/Hdac4/Hdac9/Hspb1/Idh2/Igf1r/Igfbp5/Insr/Irs1/Irs2/Itgb1/Kank1/Lama2/Ldb2/Ldlrad4/Lgr6/Lrch1/Mapre2/Mctp1/Mef2c/Mgat5/Mitf/Myocd/Nav3/Nck1/Nedd9/Nexn/Nfe2l2/Nr4a3/Nrp1/Ntn1/Nus1/Osbpl8/Pdgfd/Pdpk1/Pik3r1/Plcb1/Plpp3/Plxna2/Plxna4/Ppp2r3a/Prkce/Prkd1/Prox1/Ptprg/Ptprk/Rapgef4/Ripor2/Rras2/Sema5a/Sh3rf2/Slc8a1/Slit2/Slk/Spag9/Ssh2/Stard13/Stat3/Stat5b/Stk39/Tgfb2/Tlr4/Tpm1/Vegfa/Wdpcp/Wnt5b/Ythdf3/Zeb2/Zmynd8,101
GO:0030036,actin cytoskeleton organization,91/900,331/6311,7.733113042963541e-11,1.9843168068244447e-8,1.550964005388758e-8,Actc1/Ankrd23/Arhgap44/Atp2c1/Baiap2l1/Bcas3/Bcl2/Cap2/Casq2/Ccn2/Clasp1/Coro6/Csrp3/Cxadr/Daam1/Dstn/Elmo1/Eln/Enah/Epb41/Farp2/Fer/Fermt2/Fhod3/Flnc/Gja1/Hmcn1/Hsp90b1/Itgb1/Itgb5/Jmy/Kank1/Kank2/Lmod2/Lpin1/Mef2a/Mef2c/Mkln1/Mtss1/Mybpc3/Myh6/Myh7/Myl2/Mylk3/Myo18b/Myo1e/Myom2/Myoz2/Nck1/Neb/Nebl/Nedd9/Nrp1/Pafah1b1/Pak2/Pakap/Parvb/Pdlim1/Pdlim5/Pgm5/Phactr2/Pik3r1/Pip5k1a/Ppargc1b/Ppm1e/Ppp1r9a/Prkce/Prkd1/Prox1/Pstpip2/Rap1gds1/Rhobtb1/Sema5a/Shroom3/Slit2/Spta1/Sptbn1/Ssh2/Stard13/Svil/Tesk2/Tgfb2/Tnik/Tnnt2/Tpm1/Ttn/Twf2/Ush1c/Xirp1/Xirp2/Zeb2,91
GO:0048644,muscle organ morphogenesis,24/900,42/6311,1.0265354530066638e-10,2.4531003888457802e-8,1.9173704479143564e-8,Actc1/Adarb1/Angpt1/Ankrd1/Arid5b/Bmpr1a/Dsp/Ednra/Heg1/Mybpc3/Myh6/Myh7/Myl2/Myl3/Prox1/Rbpj/Tbx20/Tgfb2/Tnni3/Tnnt2/Tpm1/Ttn/Xirp2/Zfpm2,24
GO:0040011,locomotion,113/900,447/6311,1.0834686051020594e-10,2.4531003888457802e-8,1.9173704479143564e-8,Abcc8/Abhd2/Ackr3/Adam17/Adamts1/Adamts9/Adarb1/Agtr1a/Angpt1/Arid4b/Arrdc3/Atp5f1a/Bcas3/Bcl2/Bmpr1a/Camk1d/Camk2d/Ccbe1/Ccn1/Cdh13/Clasp1/Cpeb1/Cxadr/Dach1/Dag1/Dnm1l/Dysf/Ednra/Epha4/Fbxw7/Fer/Fermt2/Flt1/Gab1/Glul/Gsk3b/Hdac4/Hdac9/Hspb1/Idh2/Igf1r/Igfbp5/Insr/Irs1/Irs2/Itga1/Itga9/Itgb1/Kank1/Lama2/Ldb2/Ldlrad4/Lgr6/Lrch1/Lrtm1/Mapre2/Mctp1/Mef2c/Mgat5/Mitf/Mycbp2/Myocd/Nav3/Nck1/Nedd9/Nexn/Nfe2l2/Nr4a3/Nrp1/Ntn1/Nus1/Osbpl8/Pdgfd/Pdpk1/Pik3r1/Pip5k1a/Plcb1/Plpp3/Plxna2/Plxna4/Ppp2r3a/Prkce/Prkd1/Prox1/Ptprg/Ptprk/Rapgef4/Rcan1/Rcan2/Ripor2/Rras2/Sema5a/Sh3rf2/Slc8a1/Slit2/Slit3/Slk/Spag9/Ssh2/Stard13/Stat3/Stat5b/Stk39/Tgfb2/Tlr4/Tpm1/Ttn/Vegfa/Wdpcp/Wnt5b/Ythdf3/Zeb2/Zmynd8,113
GO:0060047,heart contraction,48/900,132/6311,1.321887528615176e-10,2.8266361653554514e-8,2.2093301501650136e-8,Abcc9/Actc1/Adra1a/Atp1a1/Atp1b1/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Csrp3/Cxadr/Dnm1l/Dsg2/Dsp/Ednra/Ext1/Gja1/Hdac4/Hopx/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Mef2a/Mybpc3/Myh6/Myh7/Myh7b/Myl2/Myl3/Myl4/Nedd4l/Nppa/Pik3r1/Pln/Rps6ka2/Scn5a/Sgcg/Slc8a1/Snta1/Tgfb2/Thrb/Tmem65/Tnni3/Tnnt2/Tpm1/Ttn,48
GO:0060415,muscle tissue morphogenesis,23/900,40/6311,2.1361561545256772e-10,4.2970466608970364e-8,3.358619287810567e-8,Actc1/Adarb1/Angpt1/Ankrd1/Bmpr1a/Dsp/Ednra/Heg1/Mybpc3/Myh6/Myh7/Myl2/Myl3/Prox1/Rbpj/Tbx20/Tgfb2/Tnni3/Tnnt2/Tpm1/Ttn/Xirp2/Zfpm2,23
GO:0003015,heart process,49/900,138/6311,2.2328119827991876e-10,4.2970466608970364e-8,3.358619287810567e-8,Abcc9/Actc1/Adra1a/Atp1a1/Atp1b1/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Csrp3/Cxadr/Dnm1l/Dsg2/Dsp/Ednra/Ext1/Gja1/Hdac4/Hopx/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Mef2a/Mybpc3/Myh6/Myh7/Myh7b/Myl2/Myl3/Myl4/Nedd4l/Nppa/Pik3r1/Pln/Rap1gds1/Rps6ka2/Scn5a/Sgcg/Slc8a1/Snta1/Tgfb2/Thrb/Tmem65/Tnni3/Tnnt2/Tpm1/Ttn,49
GO:0055008,cardiac muscle tissue morphogenesis,22/900,38/6311,4.4372613544870684e-10,8.132866168295584e-8,6.356738321365435e-8,Actc1/Angpt1/Ankrd1/Bmpr1a/Dsp/Ednra/Heg1/Mybpc3/Myh6/Myh7/Myl2/Myl3/Prox1/Rbpj/Tbx20/Tgfb2/Tnni3/Tnnt2/Tpm1/Ttn/Xirp2/Zfpm2,22
GO:0030239,myofibril assembly,26/900,51/6311,5.091647964617602e-10,8.520762180788326e-8,6.659922143193183e-8,Actc1/Ankrd23/Casq2/Csrp3/Fhod3/Flnc/Itgb1/Lmod2/Mef2a/Mef2c/Mybpc3/Myh6/Myh7/Myl2/Mylk3/Myom2/Myoz2/Neb/Nebl/Pgm5/Prkd1/Prox1/Tnnt2/Tpm1/Ttn/Xirp1,26
GO:0055002,striated muscle cell development,26/900,51/6311,5.091647964617602e-10,8.520762180788326e-8,6.659922143193183e-8,Actc1/Ankrd23/Casq2/Csrp3/Fhod3/Flnc/Itgb1/Lmod2/Mef2a/Mef2c/Mybpc3/Myh6/Myh7/Myl2/Mylk3/Myom2/Myoz2/Neb/Nebl/Pgm5/Prkd1/Prox1/Tnnt2/Tpm1/Ttn/Xirp1,26
GO:2000145,regulation of cell motility,101/900,396/6311,7.058038939355162e-10,1.1319329948990841e-7,8.84731372310397e-8,Abcc8/Abhd2/Ackr3/Adam17/Adamts1/Adamts9/Adarb1/Angpt1/Arid4b/Atp5f1a/Bcas3/Bcl2/Bmpr1a/Camk1d/Camk2d/Ccbe1/Ccn1/Cdh13/Clasp1/Cpeb1/Dach1/Dag1/Dnm1l/Dysf/Ednra/Epha4/Fbxw7/Fer/Fermt2/Flt1/Gab1/Glul/Gsk3b/Hdac4/Hdac9/Hspb1/Idh2/Igf1r/Igfbp5/Insr/Irs1/Irs2/Itgb1/Kank1/Lama2/Ldb2/Ldlrad4/Lgr6/Lrch1/Mapre2/Mctp1/Mef2c/Mgat5/Mitf/Myocd/Nav3/Nck1/Nedd9/Nexn/Nfe2l2/Nr4a3/Nrp1/Ntn1/Nus1/Osbpl8/Pdgfd/Pdpk1/Pik3r1/Plcb1/Plpp3/Plxna2/Plxna4/Ppp2r3a/Prkce/Prkd1/Prox1/Ptprg/Ptprk/Rapgef4/Ripor2/Rras2/Sema5a/Sh3rf2/Slc8a1/Slit2/Slk/Spag9/Ssh2/Stard13/Stat3/Stat5b/Stk39/Tgfb2/Tlr4/Tpm1/Vegfa/Wdpcp/Wnt5b/Ythdf3/Zeb2/Zmynd8,101
GO:0040012,regulation of locomotion,103/900,409/6311,1.0148150664176729e-9,1.562409276256649e-7,1.2211964041354565e-7,Abcc8/Abhd2/Ackr3/Adam17/Adamts1/Adamts9/Adarb1/Angpt1/Arid4b/Arrdc3/Atp5f1a/Bcas3/Bcl2/Bmpr1a/Camk1d/Camk2d/Ccbe1/Ccn1/Cdh13/Clasp1/Cpeb1/Dach1/Dag1/Dnm1l/Dysf/Ednra/Epha4/Fbxw7/Fer/Fermt2/Flt1/Gab1/Glul/Gsk3b/Hdac4/Hdac9/Hspb1/Idh2/Igf1r/Igfbp5/Insr/Irs1/Irs2/Itgb1/Kank1/Lama2/Ldb2/Ldlrad4/Lgr6/Lrch1/Mapre2/Mctp1/Mef2c/Mgat5/Mitf/Mycbp2/Myocd/Nav3/Nck1/Nedd9/Nexn/Nfe2l2/Nr4a3/Nrp1/Ntn1/Nus1/Osbpl8/Pdgfd/Pdpk1/Pik3r1/Plcb1/Plpp3/Plxna2/Plxna4/Ppp2r3a/Prkce/Prkd1/Prox1/Ptprg/Ptprk/Rapgef4/Ripor2/Rras2/Sema5a/Sh3rf2/Slc8a1/Slit2/Slk/Spag9/Ssh2/Stard13/Stat3/Stat5b/Stk39/Tgfb2/Tlr4/Tpm1/Vegfa/Wdpcp/Wnt5b/Ythdf3/Zeb2/Zmynd8,103
GO:0097435,supramolecular fiber organization,92/900,353/6311,1.327849053321401e-9,1.9657273100900282e-7,1.536434248741929e-7,Actc1/Agfg1/Ankrd23/Baiap2l1/Bcl2/Cap2/Casq2/Ccn2/Clasp1/Clip1/Clu/Col5a1/Coro6/Cryab/Csrp3/Des/Dsp/Dstn/Dync1h1/Dysf/Elmo1/Eln/Enah/Ext1/Fer/Fermt2/Fhod3/Flnc/Gja1/Hsp90b1/Hspa8/Itgb1/Itgb5/Jmy/Kank1/Kank2/Lmod2/Mapt/Mef2a/Mef2c/Mtss1/Mybpc3/Myh6/Myh7/Myl2/Mylk3/Myo1e/Myom2/Myoz2/Nav3/Nck1/Neb/Nebl/Nrp1/P4ha1/Pafah1b1/Pak2/Pakap/Pde4dip/Pdlim1/Pgm5/Pik3r1/Ppargc1b/Ppm1e/Ppp1r9a/Prkce/Prkd1/Prox1/Pstpip2/Rap1gds1/Rhobtb1/Rp1/Sema5a/Shroom3/Slain2/Slit2/Slk/Spta1/Sptbn1/Ssh2/Svil/Tacc2/Tgfb2/Tnnt2/Tpm1/Trim54/Ttn/Twf2/Ush1c/Xirp1/Xirp2/Zeb2,92
GO:0045214,sarcomere organization,21/900,37/6311,1.8442366140054224e-9,2.6290617508543964e-7,2.054903798373293e-7,Ankrd23/Casq2/Csrp3/Fhod3/Flnc/Itgb1/Lmod2/Mef2c/Mybpc3/Myh6/Myh7/Mylk3/Myom2/Myoz2/Neb/Prkd1/Prox1/Tnnt2/Tpm1/Ttn/Xirp1,21
GO:0060048,cardiac muscle contraction,33/900,80/6311,2.6983311803997305e-9,3.709241683342344e-7,2.899184403602417e-7,Abcc9/Actc1/Adra1a/Atp1a1/Atp1b1/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Csrp3/Dsg2/Dsp/Hdac4/Kcnn2/Kcnq1/Mybpc3/Myh6/Myh7/Myh7b/Myl2/Myl3/Myl4/Nedd4l/Nppa/Pln/Scn5a/Slc8a1/Snta1/Tnni3/Tnnt2/Tpm1/Ttn,33
GO:0044057,regulation of system process,71/900,251/6311,2.8677723191183784e-9,3.806226088374703e-7,2.9749884893068334e-7,Abcc8/Abcc9/Adra1a/Agtr1a/Atp1a1/Atp1b1/Cacna1c/Cacnb2/Camk2d/Casq2/Ccn2/Cmya5/Csrp3/Cux2/Cxadr/Dag1/Dlgap1/Dsg2/Dsp/Ednra/Epb41/Fbxo32/Flt1/Foxo1/Gja1/Gsk3b/Hdac4/Hopx/Igfbp5/Kcnd3/Kcnip2/Kcnn2/Kcnq1/Lpin1/Mef2a/Mef2c/Mybpc3/Myh6/Myh7/Myh7b/Myl2/Myl3/Myl4/Myocd/Nppa/Nppb/Nr4a3/Pbx3/Per2/Pik3r1/Pln/Ppara/Prkd1/Rapgef4/Runx1/Scn5a/Slc25a12/Slc8a1/Snta1/Stk39/Tead1/Tgfb2/Thrb/Tmem108/Tmem65/Tnni3/Tnnt2/Tpm1/Trim63/Ttn/Zmynd8,71
GO:0032989,cellular component morphogenesis,96/900,380/6311,3.3499828486116573e-9,4.2980279947687567e-7,3.359386309239339e-7,Actc1/Adam17/Adarb1/Agfg1/Ank3/Ankrd23/Arhgap44/Bcl2/Bdnf/Caprin1/Casq2/Cdh2/Cdh4/Clasp1/Clu/Csrp3/Cux2/Dag1/Dnm1l/Dst/Ednra/Enah/Epha4/Ext1/Fhod3/Flnc/Gja1/Golga4/Gsk3b/Hecw2/Igf1r/Itga1/Itgb1/Kalrn/Kank1/Kidins220/Kif5b/Lama2/Lifr/Lmod2/Lrtm1/Mapt/Mef2a/Mef2c/Mfn1/Mybpc3/Mycbp2/Myh6/Myh7/Myl2/Mylk3/Myo9a/Myom2/Myot/Myoz2/Neb/Nebl/Nedd4/Nedd4l/Nexn/Nfib/Nr4a3/Nrp1/Ntn1/Pafah1b1/Pak2/Pdlim5/Pgm5/Pid1/Pln/Plxna2/Plxna4/Ppp1r9a/Prex2/Prickle1/Prkd1/Prox1/Raph1/Sema5a/Slc23a2/Slit2/Slit3/Smurf1/Spag9/Tanc2/Tgfb2/Tmem108/Tnik/Tnnt2/Tpm1/Trak2/Ttn/Twf2/Vegfa/Xirp1/Zeb2,96
